人气排序,小说名称,作者,小说类型,总点击数,会员周点击数,总字数,评论数,评分,小说性质,写作进程,授权状态,更新时间
965,永恒天帝,孤单地飞,玄幻小说,294436,24,2012274,2855,9.7,公众作品,已经完本,Ａ级签约,2016/2/22 8:57
966,星级猎人,陈词懒调,科幻小说,1926319,90,1758157,5332,9.8,公众作品,已经完本,Ａ级签约,2013/5/10 10:54
967,火影之妖火灵狐,天之琼矛,二次元小说,213521,37,672049,1861,8.9,公众作品,连载中,书坊签约,2016/6/9 19:09
968,井上的死神,从东方冉冉升起,二次元小说,115934,27,129546,813,10,VIP作品,新书上传,专属作品,2015/12/27 21:59
969,名侦探柯南之哀之守护,人生何处要留白,二次元小说,145257,27,738370,863,10,VIP作品,情节展开,专属作品,2016/10/9 22:09
970,工业霸主,齐橙,都市小说,6802091,406,2634583,19587,9.5,公众作品,已经完本,Ａ级签约,2013/1/1 21:00
971,极品家丁,禹岩,历史小说,33838252,160,3252577,40971,9.2,公众作品,已经完本,Ａ级签约,2008/11/18 17:58
972,重生那些年,茗夜,都市小说,2231525,161,4431909,6012,9.8,公众作品,已经完本,Ａ级签约,2015/4/22 11:44
973,汉儿不为奴,傲骨铁心,历史小说,215005,2249,2083490,16107,9.9,公众作品,连载中,Ａ级签约,2016/10/22 22:25
974,北宋搅屎棍,甲说,历史小说,77716,0,344284,373,0,VIP作品,新书上传,Ａ级,2015/4/5 11:25
975,东方神游仙,换斗移星,二次元小说,57693,1,22032,1153,10,VIP作品,情节展开,专属作品,2015/12/19 21:00
976,执宰大明,小黑醉酒,历史小说,307621,135,4876830,1246,9.4,公众作品,已经完本,签约作品,2016/4/25 11:28
977,晓的水平线,无敌宅青年,二次元小说,28933,0,171096,345,0,VIP作品,情节展开,专属作品,2015/12/29 11:56
978,捕仙,唯一小焱哥,仙侠小说,220315,1,986330,1237,9.8,公众作品,新书上传,Ａ级签约,2016/1/19 21:00
979,醒在末世,黑瞳王,科幻小说,3195414,77,1572889,6527,9.4,公众作品,新书上传,Ａ级签约,2015/12/5 12:01
980,都市之超级游戏附身,味道像布丁,都市小说,216326,16,1396384,1148,8.7,公众作品,新书上传,Ａ级签约,2015/9/15 23:05
981,神印王座,唐家三少,玄幻小说,24495643,16,2639675,75936,9.7,公众作品,新书上传,Ａ级签约,2012/11/19 8:54
982,亚瑟的加速世界,此书我有缘,二次元小说,104520,99,575341,1840,10,VIP作品,连载中,专属作品,2016/10/19 13:43
983,今天开始做提督,暴走的推土机,科幻小说,117695,58,784791,1055,10,公众作品,新书上传,Ａ级签约,2016/8/18 20:17
984,无尽追缉,懒鸟,科幻小说,115645,40,492983,985,10,公众作品,已经完本,Ａ级签约,2015/6/28 12:25
985,穿越之造化神座,春秋问心剑,科幻小说,137736,81,1855233,344,9.1,公众作品,连载中,签约作品,2016/10/23 18:39
986,最终之城,江氏储君,科幻小说,209746,1,622991,680,10,公众作品,已经完本,Ａ级签约,2015/10/26 21:55
987,天才战车道少女,板烧琪露诺,二次元小说,123870,33,845114,2929,10,公众作品,已经完本,Ａ级签约,2016/9/23 11:04
988,某重生的芙兰达,常守桐人,二次元小说,60093,1,376369,900,10,VIP作品,已经完本,专属作品,2016/4/30 17:43
989,重生韩娱梦,洛_连城,职场小说,324495,81,1569597,1300,7.7,VIP作品,已经完本,潜力签约,2016/4/19 11:36
990,漫威之大蛇无双,飞不起,科幻小说,216033,58,552503,529,0,公众作品,连载中,签约作品,2015/3/15 15:57
991,江山国色,幸福来敲门,历史小说,1292826,110,2299695,5184,9.6,公众作品,已经完本,Ａ级签约,2015/3/8 19:27
992,位面商人,末日战神,都市小说,648733,147,2914337,2844,10,公众作品,已经完本,Ａ级签约,2016/7/15 13:57
993,武侠世界大冒险,五方行尽,游戏小说,4324309,1208,1732306,22421,9.6,公众作品,精彩纷呈,Ａ级签约,2016/10/23 12:06
994,反转人生,落寞的蚂蚁,都市小说,1436836,190,4620489,3336,9.1,公众作品,已经完本,Ａ级签约,2014/12/31 19:21
995,综漫之楚月的动漫旅行,寒雪HX,二次元小说,1180639,298,3065812,4142,9.9,VIP作品,连载中,书坊签约,2016/10/20 20:41
996,重生炼气士,牧官,游戏小说,382836,43,3296301,4337,8.3,公众作品,已经完本,Ａ级签约,2016/7/3 20:03
997,大唐第一庄,晨风天堂,历史小说,2395073,205,2736567,11858,9.7,公众作品,已经完本,Ａ级签约,2014/7/18 11:55
998,火影之究极下忍,冰火卡妙,二次元小说,2260649,280,3301308,3510,8.9,VIP作品,新书上传,专属作品,2016/10/20 8:30
999,猎清,步枪打蚊子,历史小说,189828,38,1145823,771,10,公众作品,已经完本,Ａ级签约,2015/8/20 16:30
1000,终极一班之辜战袭来,梦醒时分888,二次元小说,45373,1,104492,311,0,VIP作品,新书上传,专属作品,2015/4/14 21:13
1001,炽耀,油炸鸡米花,职场小说,186448,32,1448554,2315,9.9,公众作品,新书上传,Ａ级签约,2015/8/3 10:05
1002,绝世医尊,超级菜头,都市小说,765062,24,1562224,1539,9.4,公众作品,接近尾声,Ａ级签约,2015/10/4 17:23
1003,无限救世主之雷帕德奥特曼,雨后晨游,科幻小说,94655,18,686237,1397,9.7,VIP作品,新书上传,专属作品,2015/9/8 18:59
1004,称雄天下之猛将如云,嗳吃熊的鱼,游戏小说,216808,32,1368343,1518,10,公众作品,已经完本,Ａ级签约,2015/12/31 23:52
1005,末世之虫族帝君,骑驴作战,科幻小说,433534,99,1242037,2691,9.9,公众作品,已经完本,Ａ级签约,2016/1/7 18:32
1006,天珠变,唐家三少,玄幻小说,30432671,46,2683385,106864,9.5,公众作品,已经完本,Ａ级签约,2011/11/21 21:46
1007,韩娱之天王,呓语痴人,职场小说,4179262,195,7074488,48659,9.9,公众作品,已经完本,Ａ级签约,2014/6/19 20:42
1008,佛门小和尚,红衣朱雀,玄幻小说,450208,13,576262,1667,9.5,公众作品,新书上传,Ａ级签约,2015/8/21 22:35
1009,塞伯坦之怒,接卡口,科幻小说,351287,60,283809,930,10,公众作品,已经完本,Ａ级签约,2015/3/31 11:26
1010,守护少女时代,又一个新手,职场小说,118473,76,2039847,1297,10,VIP作品,已经完本,潜力签约,2015/10/16 8:21
1011,首尔上空造一场梦,JK蔚海,职场小说,169882,15,1341591,1991,10,公众作品,情节展开,Ａ级签约,2016/2/8 16:31
1012,九鼎记,我吃西红柿,武侠小说,57023648,151,2026097,196111,6.5,公众作品,已经完本,Ａ级签约,2015/9/21 13:43
1013,三国之大谋士,冰糖葫芦.QD,历史小说,138729,93,516508,831,10,VIP作品,已经完本,专属作品,2016/5/18 21:06
1014,我脑里有个微信系统,浮生论剑,都市小说,164173,46,1216310,676,10,公众作品,情节展开,Ａ级签约,2015/9/17 20:43
1015,韩娱之百变女神,黑色头发的天使,都市小说,110402,19,1423800,1818,10,公众作品,已经完本,Ａ级签约,2016/7/7 13:15
1016,九空熏的奇妙妖怪大冒险,魂引力.QD,二次元小说,44451,1,442688,2091,0,VIP作品,新书上传,专属作品,2016/6/9 22:11
1017,封神萌将传,谪仙殿,玄幻小说,70531,0,561350,532,0,公众作品,新书上传,Ａ级签约,2015/8/7 13:40
1018,遗憾弥补系统,天堂在左我向右,科幻小说,138399,26,1036419,1041,10,公众作品,已经完本,Ａ级签约,2016/2/22 23:22
1019,超级探测,雪恋1988,都市小说,385139,86,1190362,1205,10,公众作品,新书上传,Ａ级签约,2015/8/23 23:51
1020,奸雄天下,大罗罗,历史小说,672006,160,2748338,10409,9.7,公众作品,已经完本,Ａ级签约,2016/2/4 6:01
1021,窃神权,试剑天涯,玄幻小说,325590,120,2105919,2402,9.8,公众作品,已经完本,Ａ级签约,2016/5/31 14:45
1022,酒神,唐家三少,奇幻小说,35272481,18,2818573,103803,8.6,公众作品,已经完本,Ａ级签约,2010/11/28 7:00
1023,乐尊,鬼谷仙师,玄幻小说,542315,15,1608756,2210,9.6,公众作品,已经完本,Ａ级签约,2015/3/30 23:13
1024,无尽武道,梦必生花,科幻小说,211062,220,2301016,2764,9.7,公众作品,情节展开,Ａ级签约,2016/10/22 23:50
1025,圣踪,沈四宝,仙侠小说,648094,16,3158230,3458,9.8,公众作品,新书上传,Ａ级签约,2015/8/23 8:56
1026,星河巫妖,情终流水,科幻小说,577308,77,1334090,4008,9.5,公众作品,已经完本,Ａ级签约,2016/2/20 1:46
1027,兽族启示录,红叶公爵,奇幻小说,146667,27,1728313,1884,10,公众作品,已经完本,Ａ级签约,2016/6/4 19:15
1028,来自晨曦的光,几人哀愁,玄幻小说,45267,2,550328,1530,10,VIP作品,已经完本,专属作品,2015/9/29 0:32
1029,末世刺客系统,糖醋于,科幻小说,599622,91,1701060,2378,9.2,公众作品,已经完本,Ａ级签约,2015/4/9 21:11
1030,神级仙界系统,柳三刀,游戏小说,699276,133,2699685,3960,9.9,公众作品,已经完本,Ａ级签约,2016/7/19 20:49
1031,韩娱之明星恋人,黑色头发的天使,职场小说,151984,35,1359806,2451,10,公众作品,已经完本,Ａ级签约,2015/7/13 0:03
1032,召唤领主,时光探索者,游戏小说,492202,16,1250879,3625,9.6,公众作品,新书上传,Ａ级签约,2015/5/25 22:53
1033,警路仙途,落寞的蚂蚁,都市小说,522814,88,1448321,3970,9.6,公众作品,已经完本,Ａ级签约,2015/3/31 19:21
1034,实习神医,钓鱼1哥,都市小说,824234,94,1690025,3826,9.5,公众作品,已经完本,Ａ级签约,2016/7/5 13:31
1035,校草制霸录,何事公,都市小说,184056,34,1100396,4478,9.8,公众作品,精彩纷呈,Ａ级签约,2016/9/2 23:49
1036,在日本的悠闲生活,陆枫,都市小说,249635,6,278463,848,10,公众作品,暂　停,Ａ级签约,2015/7/11 21:58
1037,毛利兰要攻略灰原哀,千年受,二次元小说,60023,12,212357,810,10,VIP作品,暂　停,专属作品,2016/8/23 18:33
1038,篮球英雄联盟,易文三不知,体育小说,139521,13,623063,732,10,公众作品,已经完本,Ａ级签约,2015/9/4 17:51
1039,异界全职业大师,庄毕凡,游戏小说,19550414,172,4886490,33991,7.8,公众作品,已经完本,Ａ级签约,2013/8/25 22:06
1040,步步为赢,dleer,体育小说,138210,30,1908506,2119,9.4,公众作品,新书上传,Ａ级签约,2016/1/14 11:33
1041,全能武神,天天方便面,玄幻小说,105094,11,2860191,336,10,公众作品,已经完本,签约作品,2015/8/24 17:52
1042,回到过去变成鼠,一点不好笑,都市小说,273013,6,634464,2078,9.1,公众作品,已经完本,Ａ级签约,2016/7/20 5:50
1043,幽魂白骨幡,默幽,玄幻小说,323827,26,842161,1460,10,公众作品,新书上传,Ａ级签约,2015/8/28 18:13
1044,遮天之变局,造化法师,二次元小说,269950,26,754681,820,10,VIP作品,已经完本,专属作品,2015/8/13 20:31
1045,最强动漫系统,漫茶,玄幻小说,639692,53,1108633,3227,9.2,公众作品,已经完本,Ａ级签约,2015/12/9 20:02
1046,惟我神尊,傲无常,玄幻小说,10698387,90,3215772,19456,9.8,公众作品,已经完本,Ａ级签约,2015/1/30 8:35
1047,重生摇滚之王,维斯特帕列,职场小说,44639,18,154329,286,0,VIP作品,已经完本,Ａ级,2015/5/30 12:00
1048,灌篮之山田忠,阿克塞尔,二次元小说,301430,22,859829,712,0,VIP作品,新书上传,专属作品,2016/10/7 4:24
1049,神树宝典,我在你身后,都市小说,408828,124,2812953,2394,8.1,公众作品,新书上传,Ａ级签约,2016/10/23 9:00
1050,少年山神的悠闲生活,谋逆,都市小说,1822365,130,2436213,4727,9.5,公众作品,已经完本,Ａ级签约,2014/12/12 10:43
1051,悍秦赘婿,乡土宅男,历史小说,211263,15,1240834,1294,10,公众作品,新书上传,Ａ级签约,2016/6/30 0:23
1052,我意逍遥,飞之鸟,仙侠小说,8575450,137,1986285,17786,7.9,公众作品,新书上传,Ａ级签约,2016/4/14 14:44
1053,吞噬技能,轮回了了,游戏小说,156805,9,653414,570,0,公众作品,情节展开,Ａ级签约,2015/11/1 19:01
1054,灵农传,第101次战斗,仙侠小说,133593,21,962140,1480,9.6,公众作品,已经完本,Ａ级签约,2016/7/7 12:09
1055,舰娘相伴的水平线,爱度丝的微笑,二次元小说,138214,30,966872,1134,10,VIP作品,连载中,专属作品,2016/7/29 16:24
1056,重生末日之前,智慧百分百,科幻小说,115743,45,432488,588,10,VIP作品,新书上传,Ａ级,2016/6/30 14:52
1057,超武群侠传,笑问谁独尊,武侠小说,343836,70,603056,1664,10,公众作品,新书上传,Ａ级签约,2016/9/20 22:35
1058,帝国的朝阳,无语的命运,历史小说,496250,416,2596066,6209,9.5,公众作品,已经完本,Ａ级签约,2016/8/31 19:30
1059,史上最牛召唤,那一抹绯红,玄幻小说,3571521,269,4563461,6269,9.1,公众作品,已经完本,Ａ级签约,2015/1/2 1:54
1060,至尊仙皇,流连往返1979,玄幻小说,1509253,96,3842477,2091,9.5,公众作品,已经完本,Ａ级签约,2014/2/28 12:10
1061,韩娱之我梦,花开醉醒,职场小说,184533,22,362771,1293,9.8,VIP作品,新书上传,专属作品,2015/4/10 18:10
1062,七品封疆,普祥真人,历史小说,108973,40,953617,843,9.7,公众作品,已经完本,Ａ级签约,2015/4/1 9:01
1063,武侠世界之剑神,金煞星魂,武侠小说,312793,36,535874,763,10,VIP作品,新书上传,专属作品,2015/7/5 18:01
1064,无限恐怖,zhttty,科幻小说,22195025,326,2700998,19717,9.2,公众作品,已经完本,Ａ级签约,2009/1/8 15:36
1065,大漠狂歌,罪恶倾城,灵异小说,229704,70,2341890,1151,9.9,公众作品,已经完本,Ａ级签约,2015/5/7 14:35
1066,天龙世界里的死神,枫煮鱼,武侠小说,102175,56,407855,599,0,VIP作品,已经完本,专属作品,2015/7/7 19:04
1067,拳皇之纵横天下,书白十二,二次元小说,163673,25,1218614,2818,9.7,VIP作品,情节展开,专属作品,2016/9/23 16:03
1068,修魔,百日蓝,仙侠小说,93675,15,1770962,993,8.3,公众作品,连载中,签约作品,2016/5/10 19:05
1069,网游航海之王,海上骑兵,游戏小说,141928,8,1147710,1146,10,公众作品,已经完本,Ａ级签约,2015/9/2 9:42
1070,最强决斗王,爱丽丝威震天.QD,二次元小说,539671,9,1023881,2961,10,VIP作品,精彩纷呈,驻站作品,2015/10/13 22:42
1071,不死神凰,写字板,仙侠小说,202143,145,3594798,3525,9.9,公众作品,连载中,签约作品,2016/10/23 17:19
1072,球王基因,志在封侯,体育小说,88411,32,703340,2572,0,公众作品,情节展开,Ａ级签约,2015/9/24 17:51
1073,捡漏,高架红绿灯,都市小说,1247259,85,1648261,2726,9.5,公众作品,已经完本,Ａ级签约,2014/10/3 1:01
1074,无敌神灵,穿越无极限.QD,二次元小说,172370,232,1818632,4172,10,VIP作品,新书上传,专属作品,2016/10/23 7:49
1075,炎精灵之剑,羽魂,二次元小说,174343,12,637878,1807,10,VIP作品,新书上传,专属作品,2016/6/23 12:29
1076,斗破苍穹之无上之境,夜雨闻铃0,二次元小说,7446638,36,2198412,6713,9.7,公众作品,精彩纷呈,Ａ级签约,2016/10/22 13:51
1077,电影世界自由行者,云之空间,科幻小说,718957,97,2112518,2665,6.6,公众作品,新书上传,Ａ级签约,2015/8/23 6:01
1078,雅拉冒险笔记,京城浪子,奇幻小说,1048514,160,3924546,6367,9.8,公众作品,接近尾声,Ａ级签约,2016/10/23 9:30
1079,宠物小精灵的宅姬,十六夜凶真,二次元小说,53032,0,484345,804,0,VIP作品,精彩纷呈,专属作品,2016/6/29 22:01
1080,全职无双,黑马行空,游戏小说,272459,46,1022888,869,4,公众作品,已经完本,Ａ级签约,2015/6/30 20:13
1081,无限之高端猎人,机械之咒,科幻小说,171727,18,341816,426,10,公众作品,新书上传,Ａ级签约,2015/3/26 21:50
1082,篮场掌控者,10号,体育小说,187693,19,587610,491,10,VIP作品,已经完本,Ａ级,2015/8/1 10:35
1083,百瞳,静夜思眠,都市小说,108050,104,1251183,1428,8.9,公众作品,已经完本,潜力签约,2015/8/22 22:18
1084,影帝之路,小银匠,职场小说,448951,54,1361943,2474,9.3,公众作品,已经完本,Ａ级签约,2015/3/29 8:35
1085,书仙传,林中有虎,玄幻小说,353307,13,948980,3359,9.8,公众作品,新书上传,Ａ级签约,2016/9/4 22:18
1086,英雄联盟之电竞世界,白天无梦,游戏小说,368797,23,839886,3719,10,公众作品,新书上传,Ａ级签约,2016/10/12 18:08
1087,备胎大联盟,神话级备胎,二次元小说,122764,132,2283810,2638,10,VIP作品,连载中,Ａ级,2016/10/23 12:02
1088,大娱乐家,高大的豆丁,都市小说,2278797,321,9446528,5393,9.8,公众作品,新书上传,Ａ级签约,2016/10/22 22:40
1089,无限归来之悠闲人生,终级BOSS飞,都市小说,649001,88,1548213,2849,8.5,公众作品,已经完本,Ａ级签约,2015/9/30 21:58
1090,时空之门1619,老崔052,历史小说,86746,52,1526997,548,9.1,公众作品,已经完本,签约作品,2016/2/21 18:23
1091,瓦罗兰神级锻造师,漠高枯,游戏小说,151212,2,482254,640,10,公众作品,已经完本,Ａ级签约,2015/8/6 16:47
1092,关于异端魔术师的那些事,暝柠君,二次元小说,83507,26,966513,842,0,VIP作品,新书上传,专属作品,2016/9/1 23:54
1093,静的新世界,雪先生,都市小说,61460,59,680147,1698,9.6,VIP作品,新书上传,专属作品,2016/10/18 17:20
1094,位面破坏神,卒印,科幻小说,239226,114,1089872,2966,9.3,公众作品,连载中,签约作品,2016/10/8 22:45
1095,笔圣书仙,魔法飞蛋,玄幻小说,54983,2,413691,370,10,公众作品,新书上传,Ａ级签约,2015/6/5 18:12
1096,从今以后我再也不是_,接卡口,奇幻小说,195564,45,542506,3739,10,公众作品,已经完本,Ａ级签约,2015/5/20 11:06
1097,末世神座,伙夫黄小五,科幻小说,632761,150,2923062,3876,9.3,公众作品,已经完本,Ａ级签约,2015/6/1 23:00
1098,我家后院是唐朝,背着家的蜗牛,历史小说,1055580,157,1199774,3876,9.6,公众作品,已经完本,Ａ级签约,2015/3/1 14:37
1099,掠天记,黑山老鬼,仙侠小说,865432,753,3934683,36238,9.8,公众作品,新书上传,Ａ级签约,2016/10/23 18:00
1100,华夏风潮袭美国,今道古风,都市小说,116627,4,337575,380,0,VIP作品,新书上传,Ａ级,2015/10/4 23:47
1101,洪荒绝世散修,吾心飞扬,仙侠小说,385353,166,1328332,1538,9.7,公众作品,已经完本,Ａ级签约,2015/2/20 22:28
1102,无限之分裂,醉宅,科幻小说,296330,44,635993,671,10,公众作品,已经完本,Ａ级签约,2015/7/14 22:35
1103,超级军团系统,飘零如流水,科幻小说,126451,18,839056,705,10,公众作品,已经完本,Ａ级签约,2016/4/24 13:33
